id	name	namespace	CTAffiliated	BrainAffiliated	def
GO:0048013	ephrin receptor signaling pathway	biological_process	F		The series of molecular signals initiated by ephrin binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:ceb]
GO:0048015	phosphatidylinositol-mediated signaling	biological_process	F		The series of molecular signals in which a cell uses a phosphatidylinositol-mediated signaling to convert a signal into a response. Phosphatidylinositols include phosphatidylinositol (PtdIns) and its phosphorylated derivatives. [GOC:bf, GOC:ceb, ISBN:0198506732]
GO:0048025	negative regulation of mRNA splicing, via spliceosome	biological_process	F		Any process that stops, prevents or reduces the rate or extent of mRNA splicing via a spliceosomal mechanism. [GOC:jid]
GO:0048026	positive regulation of mRNA splicing, via spliceosome	biological_process	F		Any process that activates or increases the rate or extent of mRNA splicing via a spliceosomal mechanism. [GOC:jid]
GO:0048041	focal adhesion assembly	biological_process	F		The aggregation and bonding together of a set of components to form a focal adhesion, a complex of intracellular signaling and structural proteins that provides a structural link between the internal actin cytoskeleton and the ECM, and also function as a locus of signal transduction activity. [GOC:jid, GOC:mah]
GO:0048144	fibroblast proliferation	biological_process	T		The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population. [GOC:jid]
GO:0048146	positive regulation of fibroblast proliferation	biological_process	T		Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells. [GOC:jid]
GO:0048147	negative regulation of fibroblast proliferation	biological_process	T		Any process that stops, prevents, or reduces the frequency, rate or extent of multiplication or reproduction of fibroblast cells. [GOC:jid]
GO:0048167	regulation of synaptic plasticity	biological_process	T	T	A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers. [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]
GO:0048168	regulation of neuronal synaptic plasticity	biological_process	T	T	A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers. [GOC:jid, PMID:11891290]
GO:0048208	COPII vesicle coating	biological_process	F		The addition of COPII proteins and adaptor proteins to ER membranes during the formation of transport vesicles, forming a vesicle coat. [GOC:ascb_2009, GOC:dph, GOC:jid, GOC:mah, GOC:tb, ISBN:0716731363, PMID:10219233]
GO:0048240	sperm capacitation	biological_process	T		A process required for sperm to reach fertilization competence. Sperm undergo an incompletely understood series of morphological and molecular maturational processes, termed capacitation, involving, among other processes, protein tyrosine phosphorylation and increased intracellular calcium. [GOC:jid, ISBN:978-3-642-58301-8, PMID:11820818]
GO:0048245	eosinophil chemotaxis	biological_process	T		The movement of an eosinophil in response to an external stimulus. [GOC:jid, PMID:11292027, PMID:12391252]
GO:0048247	lymphocyte chemotaxis	biological_process	T		The directed movement of a lymphocyte in response to an external stimulus. [GOC:hjd, GOC:jid, PMID:12391252]
GO:0048255	mRNA stabilization	biological_process	F		Prevention of degradation of mRNA molecules. In the absence of compensating changes in other processes, the slowing of mRNA degradation can result in an overall increase in the population of active mRNA molecules. [GOC:jid]
GO:0048260	positive regulation of receptor-mediated endocytosis	biological_process	F		Any process that activates or increases the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport. [GOC:go_curators, GOC:tb]
GO:0048278	vesicle docking	biological_process	F		The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere. [GOC:ai, GOC:jid]
GO:0048286	lung alveolus development	biological_process	F		The process whose specific outcome is the progression of the alveolus over time, from its formation to the mature structure. The alveolus is a sac for holding air in the lungs; formed by the terminal dilation of air passageways. [GOC:mtg_lung, PMID:9751757]
GO:0048468	cell development	biological_process	F		The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place. [GOC:go_curators]
GO:0048469	cell maturation	biological_process	F		The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state. [GOC:go_curators]
GO:0048477	oogenesis	biological_process	T		The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster. [GOC:kmv, GOC:mtg_sensu, GOC:pr]
GO:0048488	synaptic vesicle endocytosis	biological_process	T		A vesicle-mediated transport process, in which the synaptic vesicle membrane constituents are retrieved from the presynaptic membrane on the axon terminal after neurotransmitter secretion by exocytosis. Synaptic vesicle endocytosis can occur via clathrin-dependent and clathrin-independent mechanisms. [GOC:aruk, GOC:bc, GOC:jid, GOC:lmg, GOC:mah, PMID:20448150, PMID:26430111]
GO:0048511	rhythmic process	biological_process	F		Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism. [GOC:jid]
GO:0048536	spleen development	biological_process	T		The process whose specific outcome is the progression of the spleen over time, from its formation to the mature structure. The spleen is a large vascular lymphatic organ composed of white and red pulp, involved both in hemopoietic and immune system functions. [GOC:add, ISBN:0781735149]
GO:0048538	thymus development	biological_process	T	T	The process whose specific outcome is the progression of the thymus over time, from its formation to the mature structure. The thymus is a symmetric bi-lobed organ involved primarily in the differentiation of immature to mature T cells, with unique vascular, nervous, epithelial, and lymphoid cell components. [GOC:add, ISBN:0781735149]
GO:0048565	digestive tract development	biological_process	F		The process whose specific outcome is the progression of the digestive tract over time, from its formation to the mature structure. The digestive tract is the anatomical structure through which food passes and is processed. [GOC:go_curators]
GO:0048568	embryonic organ development	biological_process	T		Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions. [GOC:jid]
GO:0048589	developmental growth	biological_process	F		The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another. [GOC:go_curators]
GO:0048661	positive regulation of smooth muscle cell proliferation	biological_process	T		Any process that activates or increases the rate or extent of smooth muscle cell proliferation. [CL:0000192, GOC:ebc]
GO:0048662	negative regulation of smooth muscle cell proliferation	biological_process	T		Any process that stops, prevents or reduces the rate or extent of smooth muscle cell proliferation. [CL:0000192, GOC:ebc]
GO:0048666	neuron development	biological_process	T	T	The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph]
GO:0048675	axon extension	biological_process	T	T	Long distance growth of a single axon process involved in cellular development. [GOC:BHF, GOC:dgh, GOC:dph, GOC:jid, GOC:lm, GOC:rl]
GO:0048678	response to axon injury	biological_process	T	T	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an axon injury stimulus. [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]
GO:0048701	embryonic cranial skeleton morphogenesis	biological_process	T		The process in which the anatomical structures of the cranial skeleton are generated and organized during the embryonic phase. [GOC:dsf, GOC:jid, PMID:16049113]
GO:0048704	embryonic skeletal system morphogenesis	biological_process	T		The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase. [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]
GO:0048705	skeletal system morphogenesis	biological_process	F		The process in which the anatomical structures of the skeleton are generated and organized. [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]
GO:0048706	embryonic skeletal system development	biological_process	T		The process, occurring during the embryonic phase, whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]
GO:0048709	oligodendrocyte differentiation	biological_process	T	T	The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system. [GOC:vp, PMID:15139015]
GO:0048714	positive regulation of oligodendrocyte differentiation	biological_process	T	T	Any process that activates or increases the frequency, rate or extent of oligodendrocyte differentiation. [GOC:vp, PMID:15139015]
GO:0048741	skeletal muscle fiber development	biological_process	T		The process whose specific outcome is the progression of the skeletal muscle fiber over time, from its formation to the mature structure. Muscle fibers are formed by the maturation of myotubes. They can be classed as slow, intermediate/fast or fast. [GOC:dph, GOC:ef, GOC:jid, GOC:lm, GOC:mtg_muscle]
GO:0048754	branching morphogenesis of an epithelial tube	biological_process	T		The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder. [GOC:dgh, GOC:dph, GOC:jid]
GO:0048812	neuron projection morphogenesis	biological_process	T	T	The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites. [GOC:mah]
GO:0048813	dendrite morphogenesis	biological_process	T		The process in which the anatomical structures of a dendrite are generated and organized. [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]
GO:0048814	regulation of dendrite morphogenesis	biological_process	T		Any process that modulates the frequency, rate or extent of dendrite morphogenesis. [GOC:ai]
GO:0048821	erythrocyte development	biological_process	T		The process whose specific outcome is the progression of an erythrocyte over time, from its formation to the mature structure. [GOC:devbiol]
GO:0048839	inner ear development	biological_process	T		The process whose specific outcome is the progression of the inner ear over time, from its formation to the mature structure. [GOC:sr]
GO:0048843	negative regulation of axon extension involved in axon guidance	biological_process	T	T	Any process that stops, prevents, or reduces the frequency, rate or extent of axon extension involved in axon guidance. [GOC:devbiol]
GO:0048844	artery morphogenesis	biological_process	T		The process in which the anatomical structures of arterial blood vessels are generated and organized. Arteries are blood vessels that transport blood from the heart to the body and its organs. [GOC:dsf, PMID:16740480]
GO:0048854	brain morphogenesis	biological_process	T	T	The process in which the anatomical structures of the brain are generated and organized. The brain is one of the two components of the central nervous system and is the center of thought and emotion. It is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.). [GOC:dgh, GOC:jid]
GO:0048856	anatomical structure development	biological_process	F		The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome. [GO_REF:0000021]
GO:0048863	stem cell differentiation	biological_process	T		The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells. [CL:0000034, GOC:isa_complete]
GO:0048870	cell motility	biological_process	F		Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another. [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]
GO:0048873	homeostasis of number of cells within a tissue	biological_process	F		Any biological process involved in the maintenance of the steady-state number of cells within a population of cells in a tissue. [GOC:isa_complete]
GO:0050482	arachidonic acid secretion	biological_process	F		The controlled release of arachidonic acid from a cell or a tissue. [GOC:ai]
GO:0050673	epithelial cell proliferation	biological_process	T		The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances. [ISBN:0721662544]
GO:0050678	regulation of epithelial cell proliferation	biological_process	T		Any process that modulates the frequency, rate or extent of epithelial cell proliferation. [GOC:ai]
GO:0050679	positive regulation of epithelial cell proliferation	biological_process	T		Any process that activates or increases the rate or extent of epithelial cell proliferation. [GOC:ai]
GO:0050680	negative regulation of epithelial cell proliferation	biological_process	T		Any process that stops, prevents or reduces the rate or extent of epithelial cell proliferation. [GOC:ai]
GO:0050714	positive regulation of protein secretion	biological_process	F		Any process that activates or increases the frequency, rate or extent of the controlled release of a protein from a cell. [GOC:ai]
GO:0050727	regulation of inflammatory response	biological_process	T		Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. [GOC:ai]
GO:0050728	negative regulation of inflammatory response	biological_process	T		Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response. [GOC:ai]
GO:0050729	positive regulation of inflammatory response	biological_process	T		Any process that activates or increases the frequency, rate or extent of the inflammatory response. [GOC:ai]
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	biological_process	F		Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine. [GOC:ai]
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	biological_process	F		Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine. [GOC:ai]
GO:0050766	positive regulation of phagocytosis	biological_process	F		Any process that activates or increases the frequency, rate or extent of phagocytosis. [GOC:ai]
GO:0050767	regulation of neurogenesis	biological_process	F		Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system. [GOC:ai]
GO:0050768	negative regulation of neurogenesis	biological_process	T		Any process that stops, prevents, or reduces the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system. [GOC:ai]
GO:0050769	positive regulation of neurogenesis	biological_process	T		Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system. [GOC:ai]
GO:0050770	regulation of axonogenesis	biological_process	T	T	Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron. [GOC:ai]
GO:0050772	positive regulation of axonogenesis	biological_process	T	T	Any process that activates or increases the frequency, rate or extent of axonogenesis. [GOC:ai]
GO:0050775	positive regulation of dendrite morphogenesis	biological_process	T		Any process that activates or increases the frequency, rate or extent of dendrite morphogenesis. [GOC:ai]
GO:0050776	regulation of immune response	biological_process	T		Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus. [GOC:ai]
GO:0050790	regulation of catalytic activity	biological_process	F		Any process that modulates the activity of an enzyme. [GOC:ai, GOC:ebc, GOC:vw]
GO:0050796	regulation of insulin secretion	biological_process	T		Any process that modulates the frequency, rate or extent of the regulated release of insulin. [GOC:ai]
GO:0050804	modulation of chemical synaptic transmission	biological_process	T	T	Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission. [GOC:ai]
GO:0050807	regulation of synapse organization	biological_process	T	T	Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell). [GOC:ai, GOC:dph, GOC:tb]
GO:0050808	synapse organization	biological_process	T	T	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell). [GOC:ai, GOC:pr]
GO:0050821	protein stabilization	biological_process	F		Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation. [GOC:ai]
GO:0050829	defense response to Gram-negative bacterium	biological_process	F		Reactions triggered in response to the presence of a Gram-negative bacterium that act to protect the cell or organism. [GOC:ai]
GO:0050830	defense response to Gram-positive bacterium	biological_process	F		Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism. [GOC:ai]
GO:0050832	defense response to fungus	biological_process	F		Reactions triggered in response to the presence of a fungus that act to protect the cell or organism. [GOC:ai]
GO:0050850	positive regulation of calcium-mediated signaling	biological_process	F		Any process that activates or increases the frequency, rate or extent of calcium-mediated signaling. [GOC:ai]
GO:0050852	T cell receptor signaling pathway	biological_process	T		The series of molecular signals initiated by the cross-linking of an antigen receptor on a T cell. [GOC:add]
GO:0050853	B cell receptor signaling pathway	biological_process	T		The series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell. [GOC:add]
GO:0050860	negative regulation of T cell receptor signaling pathway	biological_process	T		Any process that stops, prevents, or reduces the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell. [GOC:ai]
GO:0050870	positive regulation of T cell activation	biological_process	T		Any process that activates or increases the frequency, rate or extent of T cell activation. [GOC:ai]
GO:0050873	brown fat cell differentiation	biological_process	F		The process in which a relatively unspecialized cell acquires specialized features of a brown adipocyte, an animal connective tissue cell involved in adaptive thermogenesis. Brown adipocytes contain multiple small droplets of triglycerides and a high number of mitochondria. [PMID:12588810]
GO:0050877	nervous system process	biological_process	T		A organ system process carried out by any of the organs or tissues of neurological system. [GOC:ai, GOC:mtg_cardio]
GO:0050885	neuromuscular process controlling balance	biological_process	T		Any process that an organism uses to control its balance, the orientation of the organism (or the head of the organism) in relation to the source of gravity. In humans and animals, balance is perceived through visual cues, the labyrinth system of the inner ears and information from skin pressure receptors and muscle and joint receptors. [GOC:ai, GOC:dph]
GO:0050890	cognition	biological_process	F		The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory. [ISBN:0721619908]
GO:0050896	response to stimulus	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism. [GOC:ai, GOC:bf]
GO:0050900	leukocyte migration	biological_process	T		The movement of a leukocyte within or between different tissues and organs of the body. [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]
GO:0050901	leukocyte tethering or rolling	biological_process	T		Transient adhesive interactions between leukocytes and endothelial cells lining blood vessels. Carbohydrates on circulating leukocytes bind selectins on the vessel wall causing the leukocytes to slow down and roll along the inner surface of the vessel wall. During this rolling motion, transitory bonds are formed and broken between selectins and their ligands. Typically the first step in cellular extravasation (the movement of leukocytes out of the circulatory system, towards the site of tissue damage or infection). [GOC:bf, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538, Wikipedia:Leukocyte_extravasation]
GO:0050908	detection of light stimulus involved in visual perception	biological_process	T		The series of events involved in visual perception in which a light stimulus is received and converted into a molecular signal. [GOC:ai, GOC:dos]
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	biological_process	T		The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal. [GOC:ai]
GO:0050918	positive chemotaxis	biological_process	F		The directed movement of a motile cell or organism towards a higher concentration of a chemical. [GOC:ai, GOC:bf, GOC:isa_complete]
GO:0050919	negative chemotaxis	biological_process	F		The directed movement of a motile cell or organism towards a lower concentration of a chemical. [GOC:ai, GOC:bf, GOC:isa_complete]
GO:0051000	positive regulation of nitric-oxide synthase activity	biological_process	F		Any process that activates or increases the activity of the enzyme nitric-oxide synthase. [GOC:ai]
GO:0051016	barbed-end actin filament capping	biological_process	F		The binding of a protein or protein complex to the barbed (or plus) end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits. [ISBN:071673706X]
GO:0051017	actin filament bundle assembly	biological_process	F		The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness. [GOC:ai]
GO:0051028	mRNA transport	biological_process	F		The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
GO:0051056	regulation of small GTPase mediated signal transduction	biological_process	F		Any process that modulates the frequency, rate or extent of small GTPase mediated signal transduction. [GOC:go_curators]
GO:0051085	chaperone cofactor-dependent protein refolding	biological_process	F		The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release. [GOC:rb]
GO:0051090	regulation of DNA-binding transcription factor activity	biological_process	F		Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription. [GOC:ai]
GO:0051091	positive regulation of DNA-binding transcription factor activity	biological_process	F		Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription. [GOC:ai]
GO:0051092	positive regulation of NF-kappaB transcription factor activity	biological_process	F		Any process that activates or increases the frequency, rate or extent of activity of the transcription factor NF-kappaB. [GOC:dph, GOC:tb, PMID:15087454, PMID:15170030]
GO:0051123	RNA polymerase II preinitiation complex assembly	biological_process	F		The formation of a large multiprotein-DNA complex that self-assembles on gene promoter through the sequential recruitment of the general initiation factors that compose the preinitiation complex (PIC) (which may include TFIIA, TFIIB, TFIID, TFIIE, TFIIF, and TFIIH complexes). The PIC engages RNA polymerase II on its DNA template strand and sparks polymerization of the first few RNA nucleotides of the nascent transcript, of which 8 are base-paired with the DNA template within a DNA bubble. PIC assembly may result in a pause step, which marks the end of the PIC assembly and may be followed by promoter clearance (exact synonym: promoter escape). For RNA polymerase II PIC assembly is preceded by the formation of a nucleosome-free region that allows the transcription machinery to access the promoter DNA. [GOC:txnOH, PMID:15020047, PMID:31300188]
GO:0051131	chaperone-mediated protein complex assembly	biological_process	F		The aggregation, arrangement and bonding together of a set of components to form a protein complex, mediated by chaperone molecules that do not form part of the finished complex. [GOC:ai]
GO:0051179	localization	biological_process	F		Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation. [GOC:ai, GOC:dos]
GO:0051209	release of sequestered calcium ion into cytosol	biological_process	F		The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment. [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]
GO:0051216	cartilage development	biological_process	T		The process whose specific outcome is the progression of a cartilage element over time, from its formation to the mature structure. Cartilage elements are skeletal elements that consist of connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:cjm, PMID:23251424]
GO:0051225	spindle assembly	biological_process	F		The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart. [GOC:ai, GOC:expert_rg, GOC:mtg_sensu, GOC:tb]
GO:0051247	positive regulation of protein metabolic process	biological_process	F		Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein. [GOC:ai]
GO:0051260	protein homooligomerization	biological_process	F		The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of identical component monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer. [GOC:ai]
GO:0051262	protein tetramerization	biological_process	F		The formation of a protein tetramer, a macromolecular structure consisting of four noncovalently associated identical or nonidentical subunits. [GOC:ecd]
GO:0051276	chromosome organization	biological_process	F		A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome. [GOC:ai, GOC:dph, GOC:jl, GOC:mah]
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	biological_process	F		Any process that activates or increases the frequency, rate or extent of the release into the cytosolic compartment of calcium ions sequestered in the endoplasmic reticulum or mitochondria. [GOC:ai]
GO:0051289	protein homotetramerization	biological_process	F		The formation of a protein homotetramer, a macromolecular structure consisting of four noncovalently associated identical subunits. [GOC:go_curators]
GO:0051301	cell division	biological_process	F		The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells. [GOC:di, GOC:go_curators, GOC:pr]
GO:0051302	regulation of cell division	biological_process	F		Any process that modulates the frequency, rate or extent of the physical partitioning and separation of a cell into daughter cells. [GOC:go_curators]
GO:0051321	meiotic cell cycle	biological_process	F		Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions. [GOC:ai]
GO:0051384	response to glucocorticoid	biological_process	T		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects. [GOC:ai, PMID:9884123]
GO:0051402	neuron apoptotic process	biological_process	T	T	Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system. [CL:0000540, GOC:mtg_apoptosis]
GO:0051443	positive regulation of ubiquitin-protein transferase activity	biological_process	F		Any process that activates, maintains or increases the rate of ubiquitin transferase activity. [GOC:ai, GOC:tb]
GO:0051445	regulation of meiotic cell cycle	biological_process	F		Any process that modulates the rate or extent of progression through the meiotic cell cycle. [GOC:ai, GOC:dph, GOC:tb]
GO:0051453	regulation of intracellular pH	biological_process	F		Any process that modulates the internal pH of a cell, measured by the concentration of the hydrogen ion. [GOC:ai, GOC:dph, GOC:tb]
GO:0051480	regulation of cytosolic calcium ion concentration	biological_process	F		Any process involved in the maintenance of an internal steady state of calcium ions within the cytosol of a cell or between the cytosol and its surroundings. [GOC:ai, GOC:mah, GOC:rph]
GO:0051482	obsolete positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	biological_process	F		OBSOLETE. Any process that increases the concentration of calcium ions in the cytosol that occurs as part of a PLC-activating G protein-coupled receptor signaling pathway. G-protein-activated PLC hydrolyses phosphatidylinositol-bisphosphate (PIP2) to release diacylglycerol (DAG) and inositol trisphosphate (IP3). IP3 then binds to calcium release channels in the endoplasmic reticulum (ER) to trigger calcium ion release into the cytosol. [GOC:ai, GOC:signaling]
GO:0051491	positive regulation of filopodium assembly	biological_process	T	T	Any process that activates or increases the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone. [GOC:ai, GOC:dph, GOC:tb]
GO:0051493	regulation of cytoskeleton organization	biological_process	F		Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:ai]
GO:0051496	positive regulation of stress fiber assembly	biological_process	T		Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts. [GOC:ai]
GO:0051497	negative regulation of stress fiber assembly	biological_process	T		Any process that stops, prevents, or reduces the frequency, rate or extent of the assembly a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts. [GOC:ai]
GO:0051568	obsolete histone H3-K4 methylation	biological_process	F		OBSOLETE. The modification of histone H3 by addition of one or more methyl groups to lysine at position 4 of the histone. [GOC:ai, GOC:pr]
GO:0051571	obsolete positive regulation of histone H3-K4 methylation	biological_process	F		OBSOLETE. Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3. [GOC:mah]
GO:0051591	response to cAMP	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate) stimulus. [GOC:ai]
GO:0051592	response to calcium ion	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus. [GOC:ai]
GO:0051602	response to electrical stimulus	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electrical stimulus. [GOC:ai]
GO:0051603	proteolysis involved in protein catabolic process	biological_process	F		The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells. [GOC:ai, GOC:dph, GOC:tb]
GO:0051607	defense response to virus	biological_process	F		Reactions triggered in response to the presence of a virus that act to protect the cell or organism. [GOC:ai]
GO:0051649	establishment of localization in cell	biological_process	F		Any process, occuring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation. [GOC:ai, GOC:dos, GOC:dph, GOC:tb]
GO:0051726	regulation of cell cycle	biological_process	F		Any process that modulates the rate or extent of progression through the cell cycle. [GOC:ai, GOC:dph, GOC:tb]
